name,address,description,interest
Interest,143.28,0,"1,85,390.96"
Commission,0,"92,695.48","92,695.48"
Bill,0,"11,586.94","81,108.54"
Interest,22.98,0,"81,131.52"
Reversal,"7,63,691.25",0,"8,44,822.77"
Debit Card,"3,813.40",0,"8,48,636.17"
Miscellaneous,0,"94,292.91","7,54,343.26"
Cheque,"1,12,425.00",0,"8,66,768.26"
Commission,0,"86,676.83","7,80,091.43"
NEFT,0,"1,30,015.24","6,50,076.19"
Miscellaneous,"7,34,284.00",0,"13,84,360.19"
ATM,0,"4,61,453.40","9,22,906.79"
Cheque,"72,785.25",0,"9,95,692.04"
Miscellaneous,0,"1,24,461.51","8,71,230.54"
Debit Card,0,"1,74,246.11","6,96,984.43"
Interest,"15,964.45",0,"7,12,948.88"
IMPS,0,"1,78,237.22","5,34,711.66"
Debit Card,"13,17,654.00",0,"18,52,365.66"
Transfer,0,"2,64,623.67","15,87,741.99"
IMPS,12.1,0,"15,87,754.09"
NEFT,0,"2,26,822.01","13,60,932.08"
Bill,0,"3,40,233.02","10,20,699.06"
Tax,"1,00,456.60",0,"11,21,155.66"
Debit Card,0,"1,12,115.57","10,09,040.09"
Miscellaneous,"9,118.90",0,"10,18,158.99"
ATM,"1,973.00",0,"10,20,131.99"
IMPS,"4,44,119.80",0,"14,64,251.79"
ATM,"24,548.00",0,"14,88,799.79"
Transfer,"11,85,309.25",0,"26,74,109.04"
Purchase,0,"4,45,684.84","22,28,424.20"
Tax,"22,220.20",0,"22,50,644.40"
Cheque,0,"22,50,644.40",0
Bill,"1,36,292.00",0,"1,36,292.00"
Cash,0,"22,715.33","1,13,576.67"
Bill,"20,047.46",0,"1,33,624.13"
Debit Card,"13,18,691.50",0,"14,52,315.63"
Tax,"6,507.00",0,"14,58,822.63"
IMPS,199.4,0,"14,59,022.03"
Purchase,42.92,0,"14,59,064.95"
Cash,"4,067.81",0,"14,63,132.76"
Purchase,0,"4,87,710.92","9,75,421.84"
Transfer,0,"1,95,084.37","7,80,337.47"
Miscellaneous,"3,441.70",0,"7,83,779.17"
Tax,0,"87,086.57","6,96,692.60"
ATM,0,"1,74,173.15","5,22,519.45"
Reversal,637,0,"5,23,156.45"
Reversal,7.48,0,"5,23,163.93"
NEFT,0,"1,04,632.79","4,18,531.14"
Debit Card,51.95,0,"4,18,583.09"
Purchase,0,"1,39,527.70","2,79,055.39"
RTGS,394.7,0,"2,79,450.09"
Purchase,0,"46,575.02","2,32,875.08"
Tax,0,"2,32,875.08",0
NEFT,25.15,0,25.15
Purchase,"1,209.00",0,"1,234.15"
Debit Card,"5,99,498.00",0,"6,00,732.15"
ATM,0,"66,748.02","5,33,984.13"
Bill,0,"53,398.41","4,80,585.72"
Reversal,0,"53,398.41","4,27,187.31"
Commission,"5,10,054.00",0,"9,37,241.31"
IMPS,0,"1,87,448.26","7,49,793.05"
Commission,"18,76,943.00",0,"26,26,736.05"
Interest,0,"2,91,859.56","23,34,876.49"
Tax,"2,397.00",0,"23,37,273.49"
Bill,0,"5,84,318.37","17,52,955.12"
NEFT,62,0,"17,53,017.12"
Interest,47,0,"17,53,064.12"
Reversal,"23,201.93",0,"17,76,266.05"
Interest,859,0,"17,77,125.05"
Debit Card,0,"2,22,140.63","15,54,984.42"
Reversal,435,0,"15,55,419.42"
Commission,0,"1,94,427.43","13,60,991.99"
Bill,0,"3,40,248.00","10,20,743.99"
Interest,0,"10,20,743.99",0
ATM,"2,02,575.47",0,"2,02,575.47"
Debit Card,0,"22,508.39","1,80,067.08"
Reversal,"4,080.16",0,"1,84,147.24"
Debit Card,"2,39,547.00",0,"4,23,694.24"
RTGS,0,"42,369.42","3,81,324.82"
Tax,0,"1,27,108.27","2,54,216.55"
Bill,"54,400.50",0,"3,08,617.05"
RTGS,92.5,0,"3,08,709.55"
RTGS,"2,76,097.80",0,"5,84,807.35"
Cash,0,"5,84,807.35",0
Tax,456.2,0,456.2
Reversal,0,65.17,391.03
Purchase,60,0,451.03
Tax,0,225.52,225.52
NEFT,"2,612.50",0,"2,838.02"
NEFT,"13,102.94",0,"15,940.96"
Cheque,0,"5,313.65","10,627.31"
Commission,"2,495.90",0,"13,123.21"
RTGS,"25,641.66",0,"38,764.87"
Tax,0,"19,382.44","19,382.44"
Debit Card,0,"2,153.60","17,228.84"
Purchase,"11,388.00",0,"28,616.84"
Bill,4,0,"28,620.84"
Cheque,"44,710.20",0,"73,331.04"
Interest,445.4,0,"73,776.44"
Bill,178,0,"73,954.44"
Reversal,605,0,"74,559.44"
NEFT,0,"10,651.35","63,908.09"
Tax,66.1,0,"63,974.19"
Debit Card,0,"15,993.55","47,980.64"
Commission,"2,43,270.80",0,"2,91,251.44"
Debit Card,0,"1,45,625.72","1,45,625.72"
Purchase,"2,35,314.50",0,"3,80,940.22"
NEFT,1.83,0,"3,80,942.05"
Interest,0,"42,326.89","3,38,615.16"
IMPS,"12,022.30",0,"3,50,637.46"
Interest,"62,792.80",0,"4,13,430.26"
Bill,0,"59,061.47","3,54,368.79"
IMPS,0,"88,592.20","2,65,776.59"
Reversal,2.3,0,"2,65,778.89"
Tax,0,"44,296.48","2,21,482.41"
Tax,"1,988.70",0,"2,23,471.11"
Cheque,"19,287.91",0,"2,42,759.02"
Debit Card,7.4,0,"2,42,766.42"
IMPS,2.54,0,"2,42,768.96"
RTGS,0,"80,922.99","1,61,845.97"
Commission,18,0,"1,61,863.97"
Cheque,0,"20,233.00","1,41,630.97"
Tax,"69,891.97",0,"2,11,522.94"
Reversal,0,"35,253.82","1,76,269.12"
ATM,"7,307.60",0,"1,83,576.72"
Transfer,"23,024.00",0,"2,06,600.72"
RTGS,0,"29,514.39","1,77,086.33"
IMPS,0,"1,77,086.33",0
NEFT,47.24,0,47.24
Tax,56.2,0,103.44
IMPS,0,12.93,90.51
Debit Card,0,30.17,60.34
Commission,49,0,109.34
RTGS,0,10.93,98.41
Bill,0,32.8,65.61
Cheque,0,9.37,56.24
Reversal,"3,297.40",0,"3,353.64"
Miscellaneous,27,0,"3,380.64"
Tax,0,338.06,"3,042.58"
Miscellaneous,0,507.1,"2,535.48"
Purchase,0,507.1,"2,028.38"
Cash,42.46,0,"2,070.84"
Cash,0,345.14,"1,725.70"
Miscellaneous,0,345.14,"1,380.56"
Debit Card,0,153.4,"1,227.16"
IMPS,"1,163.23",0,"2,390.39"
Reversal,5.88,0,"2,396.27"
Debit Card,0,342.32,"2,053.95"
Tax,0,513.49,"1,540.46"
Miscellaneous,0,154.05,"1,386.41"
Tax,"12,206.60",0,"13,593.01"
NEFT,0,"3,398.25","10,194.76"
Bill,"12,15,002.25",0,"12,25,197.01"
Bill,0,"1,75,028.14","10,50,168.87"
Purchase,38,0,"10,50,206.87"
Commission,0,"1,05,020.69","9,45,186.18"
IMPS,5,0,"9,45,191.18"
RTGS,"1,792.67",0,"9,46,983.85"
Bill,"3,009.70",0,"9,49,993.55"
Commission,0,"1,58,332.26","7,91,661.29"
Cash,0,"87,962.37","7,03,698.92"
Interest,54,0,"7,03,752.92"
IMPS,0,"3,51,876.46","3,51,876.46"
ATM,0,"87,969.12","2,63,907.35"
ATM,"3,293.00",0,"2,67,200.35"
Purchase,0,"89,066.78","1,78,133.57"
Bill,"20,59,696.75",0,"22,37,830.32"
Cash,"1,160.00",0,"22,38,990.32"
Bill,44.96,0,"22,39,035.28"
Miscellaneous,"13,47,288.00",0,"35,86,323.28"
IMPS,0,"4,48,290.41","31,38,032.87"
Commission,0,"4,48,290.41","26,89,742.46"
Debit Card,0,"3,36,217.81","23,53,524.65"
Transfer,"24,709.05",0,"23,78,233.70"
ATM,"1,80,558.80",0,"25,58,792.50"
NEFT,0,"8,52,930.83","17,05,861.67"
Interest,0,"2,43,694.52","14,62,167.15"
Interest,0,"1,46,216.72","13,15,950.43"
Commission,0,"2,19,325.07","10,96,625.36"
Purchase,"3,96,336.00",0,"14,92,961.36"
Debit Card,176.12,0,"14,93,137.48"
Miscellaneous,0,"3,73,284.37","11,19,853.11"
Cash,0,"1,59,979.02","9,59,874.09"
Commission,132,0,"9,60,006.09"
Cash,"1,099.35",0,"9,61,105.44"
Interest,0,"1,06,789.49","8,54,315.95"
NEFT,"31,897.20",0,"8,86,213.15"
IMPS,3.52,0,"8,86,216.67"
Purchase,0,"88,621.67","7,97,595.00"
Commission,"20,05,807.00",0,"28,03,402.00"
NEFT,"56,194.80",0,"28,59,596.80"
Interest,220,0,"28,59,816.80"
Tax,0,"5,71,963.36","22,87,853.44"
Cheque,0,"2,54,205.94","20,33,647.50"
Cash,0,"2,54,205.94","17,79,441.56"
Purchase,0,"8,89,720.78","8,89,720.78"
Miscellaneous,0,"8,89,720.78",0
Debit Card,271,0,271
NEFT,3.6,0,274.6
Reversal,0,137.3,137.3
Interest,0,34.33,102.98
Reversal,0,17.16,85.82
IMPS,0,8.58,77.24
Interest,866.22,0,943.46
ATM,"91,324.16",0,"92,267.62"
Commission,"1,591.55",0,"93,859.17"
Miscellaneous,"11,226.23",0,"1,05,085.40"
RTGS,59,0,"1,05,144.40"
Miscellaneous,0,"26,286.10","78,858.30"
Tax,0,"7,885.83","70,972.47"
NEFT,0,"11,828.75","59,143.72"
Bill,0,"5,914.37","53,229.35"
NEFT,0,"5,322.94","47,906.42"
Miscellaneous,0,"47,906.42",0
ATM,45.37,0,45.37
Miscellaneous,45,0,90.37
Transfer,"26,985.30",0,"27,075.67"
ATM,"4,540.40",0,"31,616.07"
Tax,"46,636.97",0,"78,253.04"
NEFT,"2,08,292.00",0,"2,86,545.04"
Bill,0,"2,86,545.04",0
Commission,"1,03,328.90",0,"1,03,328.90"
ATM,0,"34,442.97","68,885.93"
Reversal,0,"11,480.99","57,404.94"
Miscellaneous,0,"11,480.99","45,923.95"
Cash,0,"7,653.99","38,269.96"
Cash,0,"7,653.99","30,615.97"
Transfer,0,"6,123.19","24,492.78"
Interest,0,"12,246.39","12,246.39"
Debit Card,0,"3,061.60","9,184.79"
IMPS,14.7,0,"9,199.49"
NEFT,"27,799.00",0,"36,998.49"
Miscellaneous,"18,322.35",0,"55,320.84"
Purchase,0,"5,532.08","49,788.76"
Cash,"84,158.47",0,"1,33,947.23"
IMPS,135.89,0,"1,34,083.12"
Cash,377.74,0,"1,34,460.86"
Tax,"10,387.80",0,"1,44,848.66"
NEFT,0,"48,282.89","96,565.77"
NEFT,"5,990.07",0,"1,02,555.84"
Cash,0,"11,395.09","91,160.75"
Cheque,"3,163.97",0,"94,324.72"
Miscellaneous,0,"94,324.72",0
Cheque,5.05,0,5.05
Reversal,0,0.56,4.49
Bill,0,0.56,3.93
Commission,0,1.31,2.62
NEFT,0,0.52,2.1
Cheque,0,0.23,1.87
Tax,"1,070.00",0,"1,071.87"
Purchase,486,0,"1,557.87"
NEFT,"3,158.23",0,"4,716.10"
NEFT,0,673.73,"4,042.37"
NEFT,"16,411.48",0,"20,453.85"
Debit Card,0,"20,453.85",0
Miscellaneous,"1,69,366.06",0,"1,69,366.06"
Reversal,0,"28,227.68","1,41,138.38"
RTGS,0,"15,682.04","1,25,456.34"
Miscellaneous,0,"13,939.59","1,11,516.75"
ATM,"48,401.40",0,"1,59,918.15"
NEFT,0,"15,991.82","1,43,926.34"
ATM,"18,982.00",0,"1,62,908.34"
Tax,0,"54,302.78","1,08,605.56"
NEFT,1.9,0,"1,08,607.46"
Transfer,0,"1,08,607.46",0
Bill,252,0,252
ATM,0,36,216
Cash,"3,490.00",0,"3,706.00"
Tax,5.6,0,"3,711.60"
IMPS,"75,865.38",0,"79,576.98"
Transfer,"67,799.80",0,"1,47,376.78"
IMPS,0,"18,422.10","1,28,954.68"
Transfer,"1,83,666.50",0,"3,12,621.18"
Purchase,584.92,0,"3,13,206.10"
Bill,0,"52,201.02","2,61,005.08"
Tax,0,"2,61,005.08",0
Purchase,"3,124.36",0,"3,124.36"
Interest,11.1,0,"3,135.46"
Transfer,"30,800.00",0,"33,935.46"
Bill,0,"16,967.73","16,967.73"
Cash,2,0,"16,969.73"
Transfer,0,"1,696.97","15,272.76"
Purchase,0,"15,272.76",0
Debit Card,1,0,1
NEFT,"14,347.46",0,"14,348.46"
Commission,0,"14,348.46",0
Reversal,"1,513.90",0,"1,513.90"
Interest,232.1,0,"1,746.00"
NEFT,"8,99,040.25",0,"9,00,786.25"
Transfer,0,"2,25,196.56","6,75,589.69"
Reversal,"24,946.46",0,"7,00,536.15"
Miscellaneous,7.4,0,"7,00,543.55"
IMPS,0,"2,33,514.52","4,67,029.03"
Debit Card,0,"51,892.11","4,15,136.92"
Miscellaneous,0,"46,126.32","3,69,010.60"
Tax,0,"3,69,010.60",0
Interest,"10,43,910.20",0,"10,43,910.20"
Commission,264.88,0,"10,44,175.08"
Bill,352,0,"10,44,527.08"
Interest,0,"2,08,905.42","8,35,621.66"
Bill,7,0,"8,35,628.66"
Purchase,"1,827.00",0,"8,37,455.66"
Reversal,683.4,0,"8,38,139.06"
RTGS,3.9,0,"8,38,142.96"
IMPS,51.36,0,"8,38,194.32"
Reversal,"27,090.72",0,"8,65,285.04"
Transfer,0,"8,65,285.04",0
NEFT,"17,00,239.50",0,"17,00,239.50"
ATM,0,"2,83,373.25","14,16,866.25"
Debit Card,0,"14,16,866.25",0
Bill,"21,000.40",0,"21,000.40"
Interest,0,"3,000.06","18,000.34"
Interest,0,"1,800.03","16,200.31"
Reversal,0,"1,620.03","14,580.28"
RTGS,"4,10,288.00",0,"4,24,868.28"
Purchase,302.2,0,"4,25,170.48"
IMPS,15.9,0,"4,25,186.38"
IMPS,0,"53,148.30","3,72,038.08"
Debit Card,0,"41,337.56","3,30,700.52"
Miscellaneous,0,"41,337.57","2,89,362.96"
Reversal,"30,010.00",0,"3,19,372.96"
Reversal,7.1,0,"3,19,380.06"
Miscellaneous,0,"31,938.01","2,87,442.05"
Transfer,249.2,0,"2,87,691.25"
Interest,5,0,"2,87,696.25"
Bill,0,"2,87,696.25",0
Miscellaneous,53.8,0,53.8
Debit Card,62,0,115.8
Reversal,0,14.48,101.32
Transfer,0,33.77,67.55
IMPS,650,0,717.55
Transfer,246.11,0,963.66
Cheque,33,0,996.66
Transfer,0,249.17,747.5
Tax,20.4,0,767.9
RTGS,0,767.9,0
IMPS,55.2,0,55.2
Commission,0,6.13,49.07
Reversal,"23,528.20",0,"23,577.27"
RTGS,0,"2,619.70","20,957.57"
RTGS,0,"2,328.62","18,628.95"
RTGS,0,"9,314.48","9,314.48"
ATM,4.19,0,"9,318.67"
IMPS,376,0,"9,694.67"
Commission,"2,34,933.28",0,"2,44,627.95"
Cheque,0,"2,44,627.95",0
Debit Card,694.9,0,694.9
Cash,0,69.49,625.41
IMPS,"16,74,765.25",0,"16,75,390.66"
Cash,0,"4,18,847.67","12,56,542.99"
Tax,"40,319.30",0,"12,96,862.29"
Cash,"7,046.88",0,"13,03,909.17"
IMPS,0,"1,62,988.65","11,40,920.52"
Tax,12.1,0,"11,40,932.62"
Reversal,0,"11,40,932.62",0
Cheque,"2,466.30",0,"2,466.30"
Debit Card,1,0,"2,467.30"
RTGS,0,274.14,"2,193.16"
Cash,58.14,0,"2,251.30"
Bill,0,250.14,"2,001.16"
Debit Card,0,333.53,"1,667.63"
Reversal,7.14,0,"1,674.77"
Cheque,0,186.09,"1,488.68"
Cheque,0,186.09,"1,302.60"
Interest,107.62,0,"1,410.22"
RTGS,0,141.02,"1,269.20"
Debit Card,463,0,"1,732.20"
Cheque,0,866.1,866.1
Bill,"1,65,228.00",0,"1,66,094.10"
ATM,441.2,0,"1,66,535.30"
Transfer,4.35,0,"1,66,539.65"
Debit Card,"23,889.00",0,"1,90,428.65"
ATM,0,"47,607.16","1,42,821.49"
Purchase,0,"35,705.37","1,07,116.12"
Tax,"3,947.00",0,"1,11,063.12"
ATM,0,"1,11,063.12",0
Cash,362.64,0,362.64
NEFT,0,362.64,0
ATM,"2,912.44",0,"2,912.44"
IMPS,0,323.6,"2,588.84"
Reversal,0,287.65,"2,301.19"
Miscellaneous,39.49,0,"2,340.68"
ATM,0,"1,170.34","1,170.34"
Commission,0,167.19,"1,003.15"
Purchase,0,143.31,859.84
ATM,0,85.98,773.86
Cash,0,773.86,0
Miscellaneous,1.7,0,1.7
IMPS,3,0,4.7
Cash,"20,09,333.00",0,"20,09,337.70"
Cheque,"3,378.00",0,"20,12,715.70"
Bill,"1,306.70",0,"20,14,022.40"
NEFT,0,"3,35,670.40","16,78,352.00"
Debit Card,"15,92,512.00",0,"32,70,864.00"
Bill,"1,757.00",0,"32,72,621.00"
Purchase,50,0,"32,72,671.00"
IMPS,0,"4,09,083.88","28,63,587.12"
Interest,0,"4,09,083.87","24,54,503.25"
Miscellaneous,"10,99,550.80",0,"35,54,054.05"
Miscellaneous,"20,268.95",0,"35,74,323.00"
Miscellaneous,0,"3,97,147.00","31,77,176.00"
Bill,"6,708.80",0,"31,83,884.80"
Debit Card,0,"15,91,942.40","15,91,942.40"
Miscellaneous,0,"3,97,985.60","11,93,956.80"
Cheque,"1,500.40",0,"11,95,457.20"
Transfer,"2,95,393.00",0,"14,90,850.20"
Tax,"1,79,301.00",0,"16,70,151.20"
Debit Card,"8,88,722.50",0,"25,58,873.70"
NEFT,1,0,"25,58,874.70"
IMPS,"1,31,718.00",0,"26,90,592.70"
Cash,0,"4,48,432.12","22,42,160.58"
Cheque,120.07,0,"22,42,280.65"
Interest,476.6,0,"22,42,757.25"
Tax,"6,67,671.00",0,"29,10,428.25"
RTGS,0,"4,85,071.38","24,25,356.88"
Reversal,0,"2,69,484.10","21,55,872.78"
ATM,0,"5,38,968.20","16,16,904.58"
NEFT,"1,47,874.00",0,"17,64,778.58"
NEFT,0,"3,52,955.72","14,11,822.86"
Cash,0,"2,35,303.81","11,76,519.05"
Cheque,"16,344.00",0,"11,92,863.05"
ATM,0,"5,96,431.53","5,96,431.52"
Tax,0,"1,49,107.88","4,47,323.64"
Cheque,0,"1,49,107.88","2,98,215.76"
Transfer,"20,352.60",0,"3,18,568.36"
Tax,0,"53,094.73","2,65,473.63"
Tax,0,"33,184.20","2,32,289.43"
NEFT,0,"1,16,144.72","1,16,144.72"
Interest,0,"11,614.47","1,04,530.25"
Purchase,31,0,"1,04,561.25"
Miscellaneous,"3,814.00",0,"1,08,375.25"
Reversal,"5,838.00",0,"1,14,213.25"
Cheque,0,"38,071.08","76,142.17"
Miscellaneous,0,"7,614.22","68,527.95"
Miscellaneous,38,0,"68,565.95"
Tax,3,0,"68,568.95"
Reversal,0,"13,713.79","54,855.16"
Interest,"15,110.89",0,"69,966.05"
Cheque,0,"34,983.03","34,983.02"
Commission,0,"5,830.50","29,152.52"
Cheque,622,0,"29,774.52"
Miscellaneous,"85,536.50",0,"1,15,311.02"
Purchase,"10,40,143.80",0,"11,55,454.82"
RTGS,"22,722.09",0,"11,78,176.91"
Interest,0,"2,94,544.23","8,83,632.68"
NEFT,0,"4,41,816.34","4,41,816.34"
IMPS,"42,888.00",0,"4,84,704.34"
Cash,0,"96,940.87","3,87,763.47"
Cheque,"22,755.00",0,"4,10,518.47"
Bill,"40,719.20",0,"4,51,237.67"
NEFT,9,0,"4,51,246.67"
Cheque,0,"50,138.52","4,01,108.15"
Cheque,0,"2,00,554.08","2,00,554.08"
Bill,0,"66,851.36","1,33,702.72"
Transfer,104,0,"1,33,806.72"
Tax,0,"44,602.24","89,204.48"
Debit Card,"9,50,462.20",0,"10,39,666.68"
Cheque,0,"10,39,666.68",0
Cheque,"1,22,867.47",0,"1,22,867.47"
Transfer,0,"15,358.43","1,07,509.04"
Purchase,0,"21,501.81","86,007.23"
Bill,0,"86,007.23",0
Commission,"18,32,783.00",0,"18,32,783.00"
Tax,"2,369.96",0,"18,35,152.96"
Commission,0,"2,62,164.71","15,72,988.25"
Miscellaneous,"1,29,766.00",0,"17,02,754.25"
IMPS,0,"2,43,250.61","14,59,503.64"
Cheque,0,"2,08,500.52","12,51,003.12"
NEFT,3.98,0,"12,51,007.10"
RTGS,0,"12,51,007.10",0
Purchase,0.3,0,0.3
Miscellaneous,0,0.1,0.2
Interest,0,0.2,0
Reversal,115.4,0,115.4
Cash,"5,02,311.75",0,"5,02,427.15"
NEFT,0,"5,02,427.15",0
Bill,"1,602.21",0,"1,602.21"
RTGS,"20,51,015.00",0,"20,52,617.21"
Cash,"2,686.18",0,"20,55,303.39"
Debit Card,168.2,0,"20,55,471.59"
Reversal,0,"5,13,867.90","15,41,603.69"
Reversal,746.25,0,"15,42,349.94"
Debit Card,"17,37,518.00",0,"32,79,867.94"
Reversal,5.28,0,"32,79,873.22"
Debit Card,44,0,"32,79,917.22"
NEFT,"4,034.20",0,"32,83,951.42"
Commission,85,0,"32,84,036.42"
Debit Card,"63,245.81",0,"33,47,282.23"
Cash,"2,11,242.80",0,"35,58,525.03"
ATM,0,"35,58,525.03",0
Purchase,"1,647.35",0,"1,647.35"
RTGS,0,274.56,"1,372.79"
Bill,640.11,0,"2,012.90"
Interest,2.6,0,"2,015.50"
NEFT,0,"1,007.75","1,007.75"
Cheque,"1,49,385.00",0,"1,50,392.75"
Commission,0,"18,799.09","1,31,593.66"
NEFT,"10,551.00",0,"1,42,144.66"
Reversal,0,"71,072.33","71,072.33"
Reversal,0,"8,884.04","62,188.29"
Debit Card,0,"6,909.81","55,278.48"
Reversal,0,"9,213.08","46,065.40"
Commission,0,"15,355.13","30,710.27"
Cash,0,"15,355.14","15,355.14"
Commission,58.35,0,"15,413.49"
Reversal,0,"1,541.35","13,872.14"
Tax,0,"2,312.02","11,560.12"
Cheque,"20,49,845.50",0,"20,61,405.62"
Cheque,"18,61,125.20",0,"39,22,530.82"
Debit Card,0,"7,84,506.16","31,38,024.66"
Purchase,0,"3,48,669.41","27,89,355.25"
Commission,0,"13,94,677.63","13,94,677.62"
IMPS,0,"13,94,677.62",0
Miscellaneous,"11,897.00",0,"11,897.00"
Bill,0,"3,965.67","7,931.33"
Cash,0,881.26,"7,050.07"
Miscellaneous,"30,339.00",0,"37,389.07"
Cheque,"84,053.00",0,"1,21,442.07"
Interest,"2,55,895.10",0,"3,77,337.17"
ATM,0,"41,926.35","3,35,410.82"
Purchase,"8,99,566.20",0,"12,34,977.02"
Interest,"7,552.50",0,"12,42,529.52"
Commission,"9,111.18",0,"12,51,640.70"
Cash,0,"4,17,213.57","8,34,427.13"
Bill,0,"1,19,203.88","7,15,223.25"
Bill,5.2,0,"7,15,228.45"
ATM,0,"1,78,807.11","5,36,421.34"
Interest,0,"53,642.13","4,82,779.21"
Miscellaneous,0,"1,20,694.80","3,62,084.41"
Interest,3.8,0,"3,62,088.21"
RTGS,"2,00,122.00",0,"5,62,210.21"
Reversal,0,"80,315.74","4,81,894.47"
Debit Card,0,"2,40,947.24","2,40,947.24"
Interest,0,"26,771.92","2,14,175.32"
Tax,51.79,0,"2,14,227.11"
Reversal,"37,150.00",0,"2,51,377.11"
ATM,0,"50,275.42","2,01,101.69"
Bill,0,"67,033.90","1,34,067.79"
Cheque,"3,74,871.80",0,"5,08,939.59"
Commission,0,"1,27,234.90","3,81,704.69"
Reversal,0,"54,529.24","3,27,175.45"
Miscellaneous,160.5,0,"3,27,335.95"
Cash,2.99,0,"3,27,338.94"
ATM,"1,78,297.06",0,"5,05,636.00"
NEFT,"2,662.00",0,"5,08,298.00"
RTGS,7.89,0,"5,08,305.89"
RTGS,0,"1,69,435.30","3,38,870.59"
Purchase,0,"3,38,870.59",0
IMPS,"1,54,248.41",0,"1,54,248.41"
Interest,0,"51,416.14","1,02,832.27"
Interest,0,"25,708.07","77,124.20"
Tax,0,"8,569.36","68,554.84"
IMPS,0,"68,554.84",0
Cash,"7,31,384.00",0,"7,31,384.00"
Bill,0,"81,264.89","6,50,119.11"
Bill,"17,59,546.00",0,"24,09,665.11"
IMPS,417,0,"24,10,082.11"
Transfer,0,"3,01,260.26","21,08,821.85"
NEFT,"13,742.00",0,"21,22,563.85"
Purchase,0,"5,30,640.96","15,91,922.89"
Reversal,"27,741.53",0,"16,19,664.42"
Transfer,0,"5,39,888.14","10,79,776.28"
Commission,0,"3,59,925.43","7,19,850.85"
Interest,0,"71,985.09","6,47,865.76"
Cheque,0,"1,61,966.44","4,85,899.32"
Reversal,0,"80,983.22","4,04,916.10"
Miscellaneous,19,0,"4,04,935.10"
Cheque,"18,70,666.50",0,"22,75,601.60"
Purchase,"1,582.90",0,"22,77,184.50"
Transfer,447.3,0,"22,77,631.80"
RTGS,"28,654.00",0,"23,06,285.80"
Debit Card,0,"2,88,285.73","20,18,000.07"
Interest,0,"5,04,500.02","15,13,500.05"
Bill,0,"3,78,375.01","11,35,125.04"
Commission,50.8,0,"11,35,175.84"
Transfer,"14,25,440.50",0,"25,60,616.34"
IMPS,0,"2,84,512.93","22,76,103.41"
NEFT,0,"3,25,157.63","19,50,945.78"
RTGS,"14,025.80",0,"19,64,971.58"
Miscellaneous,0,"19,64,971.58",0
Transfer,3.42,0,3.42
Miscellaneous,0,1.14,2.28
IMPS,"4,707.60",0,"4,709.88"
IMPS,0,"4,709.88",0
RTGS,"10,20,702.25",0,"10,20,702.25"
Cheque,1.3,0,"10,20,703.55"
Interest,"2,24,639.00",0,"12,45,342.55"
Interest,56,0,"12,45,398.55"
Bill,20,0,"12,45,418.55"
Tax,"9,02,459.00",0,"21,47,877.55"
ATM,0,"21,47,877.55",0
Debit Card,"12,34,252.50",0,"12,34,252.50"
IMPS,53.1,0,"12,34,305.60"
Transfer,3.4,0,"12,34,309.00"
Bill,23.1,0,"12,34,332.10"
IMPS,"12,519.00",0,"12,46,851.10"
Tax,0,"12,46,851.10",0
Miscellaneous,34.19,0,34.19
ATM,"10,75,445.00",0,"10,75,479.19"
Commission,1,0,"10,75,480.19"
Tax,"15,306.00",0,"10,90,786.19"
Bill,0,"1,81,797.70","9,08,988.49"
RTGS,0,"2,27,247.12","6,81,741.37"
Commission,0,"6,81,741.37",0
RTGS,"26,603.21",0,"26,603.21"
Transfer,0,"6,650.80","19,952.41"
RTGS,0,"2,494.05","17,458.36"
Cheque,0,"1,939.82","15,518.54"
Cash,146.11,0,"15,664.65"
Cheque,650.78,0,"16,315.43"
NEFT,0,"2,330.78","13,984.65"
IMPS,0,"1,997.81","11,986.84"
Tax,793.7,0,"12,780.54"
Purchase,"27,663.00",0,"40,443.54"
RTGS,12,0,"40,455.54"
Reversal,"3,847.20",0,"44,302.74"
Interest,0,"8,860.55","35,442.19"
Cash,"14,282.62",0,"49,724.81"
Reversal,30.7,0,"49,755.51"
Bill,"5,407.60",0,"55,163.11"
Transfer,0,"5,516.31","49,646.80"
Cash,198,0,"49,844.80"
Commission,"3,605.89",0,"53,450.69"
NEFT,0,"10,690.14","42,760.55"
Debit Card,16.75,0,"42,777.30"
NEFT,0,"5,347.16","37,430.14"
Bill,"2,23,779.22",0,"2,61,209.36"
IMPS,"16,46,336.00",0,"19,07,545.36"
Bill,0,"19,07,545.36",0
Tax,"1,29,305.12",0,"1,29,305.12"
IMPS,0,"43,101.71","86,203.41"
Commission,0,"10,775.43","75,427.98"
IMPS,0,"15,085.60","60,342.38"
IMPS,0.8,0,"60,343.18"
Miscellaneous,0,"12,068.64","48,274.54"
Purchase,0.7,0,"48,275.24"
Commission,0,"6,034.41","42,240.84"
Interest,0,"4,224.08","38,016.76"
ATM,0,"38,016.76",0
Cheque,"2,499.30",0,"2,499.30"
Debit Card,0,277.7,"2,221.60"
Bill,476.6,0,"2,698.20"
Interest,0,385.46,"2,312.74"
Bill,"11,98,251.50",0,"12,00,564.24"
Debit Card,"20,860.00",0,"12,21,424.24"
ATM,0,"1,35,713.80","10,85,710.44"
Commission,5.6,0,"10,85,716.04"
Transfer,"17,71,558.00",0,"28,57,274.04"
Miscellaneous,"13,13,870.25",0,"41,71,144.29"
